DATE,COUNTRY,STATE,CITY,SUBREGION,REGION,PERPETRATOR,INJURED,DEAD,DESCRIPTION,COORDINATES,CATEGORY,Year
4/19/2022,Afghanistan,Kabul,,Southern Asia,Asia,Islamic State - Khorasan Province,25,6,"Three bombs targeted the Abdul Rahim Shahid School in the Shia Hazara neighborhood of Kabul. 6 people were killed and 25 others, including students, were injured. No group has claimed responsibility yet, but the Islamic State is suspected.","34.5260109,69.1776838",Explosion,2022
4/7/2022,Israel,Tel Aviv District,Tel Aviv,Western Asia,Asia,Raad Hazem,11,3,A gunman killed 3 people and wounded 11 others in a mass shooting on Dizengoff Street in central Tel Aviv.,"32.0852997,34.7818064",Assault,2022
4/5/2022,Iran,Razavi Khorasan Province,Mashhad,Southern Asia,Asia,Abdullatif Muradi,1,2,"A stabbing attack at the Imam Reza shrine killed two Shia clerics and wounded another one. The attacker, an Uzbek Takfiri who was illegally in Iran, was arrested immediately after the attack.","36.2974945,59.6059232",Assault,2022
3/29/2022,Israel,,Bnei Brak,Western Asia,Asia,Al-Aqsa Martyrs' Brigades,,5,"A Palestinian man killed 5 people in a mass shooting in the streets of Bnei Brak, Tel Aviv District. The attacker was killed by the police. The al-Aqsa Martyrs' Brigades claimed responsibility for the attack.","32.0873899,34.8324376",Assault,2022
3/27/2022,Israel,Haifa District,Hadera,Western Asia,Asia,Islamic State,12,2,"Two ISIL gunmen fired at civilians and police officers in the evening at a bus stop in Hadera, Haifa District. The two Arab Israelis were then shot dead by nearby police officers.","32.43699,34.9198258",Assault,2022
3/22/2022,Israel,Southern District,Beersheba,Western Asia,Asia,Mohammed Abu al-Kiyan,2,4,A Negev Bedouin man stabbed and ran over several people in the Southern Israeli city of Beersheba.,"31.2457442,34.7925181",Assault,2022
3/4/2022,Pakistan,Khyber Pakhtunkhwa,Peshawar,Southern Asia,Asia,Islamic State – Khorasan Province,196,63,"A terrorist shot police officers at the entrance of a Shia mosque in Khyber Pakhtunkhwa, killing two. He rushed into the mosque and blew himself up. The Islamic State claimed the attack and identified the suicide bomber as Julaybib al-Kabli.","34.0123846,71.5787458","Assault,Explosion",2022
3/2/2022,Pakistan,Balochistan,Quetta,Southern Asia,Asia,,24,3,"A bomb exploded near a police van in Quetta. Three people, including a superintendent deputy of the police, were killed and 24 people were injured.","30.1957677,67.0172447",Explosion,2022
2/19/2022,Somalia,Hiran,Beledweyne,Eastern Africa,Africa,Al-Shabaab,12,14,A suicide bomber detonated inside a busy restaurant.,"4.7367735,45.2038881",Explosion,2022
2/2/2022,Congo,,,Middle Africa,Africa,,40,60,Militants attacked an IDP camp in Ituri Province.,"-2.9814344,23.8222636",Assault,2022
1/25/2022,Pakistan,,,Southern Asia,Asia,Balochistan Liberation Front,3,10,"Militants stormed a security post belonging to Pakistani military in a remote area of Dasht, Kech District in Balochistan. The clash lasted for a few hours and killed 10 security personnel and injured three others. One militant was killed and several others were injured or arrested. The Balochistan Liberation Front claimed responsibility for the attack.","30.3308401,71.247499",Assault,2022
1/21/2022,Iraq,Diyala Governorate,,Western Asia,Asia,Islamic State insurgency in Iraq,,11,"ISIL gunmen stormed a military base in Iraq, killing eleven soldiers as they slept. Islamic State of Iraq and the Levant","34.0228719,45.1046224",Assault,2022
1/20/2022,Pakistan,Punjab,Lahore,Southern Asia,Asia,Baloch Nationalist Army,28,3,"An IED planted on a motorcycle in a market in the Anarkali Bazaar in Lahore, Punjab, exploded. Three people were killed and 28 injured. A spokesperson for the Baloch Nationalist Army claimed responsibility for the attack. He said the bombing targeted employees of a nearby bank.","31.5656822,74.3141829",Explosion,2022
1/17/2022,United Arab Emirates,,,Western Asia,Asia,Houthi movement,6,3,"Houthi rebels attacked the capital of the UAE due to its participation in the Yemeni Civil War. On January 21, the United Nations Security Council designated it to be an official act of terrorism.","24.0002488,53.9994829",Explosion,2022
1/15/2022,United States,Texas,Colleyville,Northern America,Americas,Malik Faisal Akram,,,A British Pakistani man falsely claiming to be the brother of Pakistani prisoner Aafia Siddiqui attacked a synagogue and held four Jews hostage. The assailant was eventually shot dead during the incident.,"32.8809603,-97.155012",Hostage,2022
1/4/2022,Nigeria,Zamfara,,Western Africa,Africa,Fulani militants,,200,"Militant herdsmen attacked numerous towns located across Zamfara, northwestern Nigeria.","12.0078998,6.4191432",Assault,2022
12/3/2021,Mali,Mopti Region,,Western Africa,Africa,Islamists,18,31,"A bus carrying civilians was attacked by unknown militants, killing 31 and injuring 17. The suspected Islamists shot at the bus and set it on fire.","14.514489000000001,-3.646458060483871",Assault,2021
11/7/2021,Iraq,Baghdad Governorate,Baghdad,Western Asia,Asia,Kata'ib Hezbollah,6,0,"A failed attempt to assassinate Iraqi Prime Minister, Mustafa Al-Kadhimi.","33.3024309,44.3787992",Explosion,2021
11/25/2021,Somalia,Banaadir,Mogadishu,Eastern Africa,Africa,Al-Shabaab,17,8,A suicide car bomb exploded outside a school in the Somali capital as an African Union Mission to Somalia convoy drove through.,"2.0349312,45.3419183",Explosion,2021
11/21/2021,Israel,Jerusalem District,Jerusalem,Western Asia,Asia,Hamas,4,1,"A gunman opened fire on civilians, killing and injuring four. He was shot dead by the police. The shooter was a member of Hamas.","31.7788242,35.2257626",Assault,2021
10/20/2021,Syria,Damascus Governorate,Damascus,Western Asia,Asia,Saraya Qasioun,3,14,A double bombing of a Syrian Army bus in the Syrian capital.Saraya Qasioun claimed responsibility.,"33.5130695,36.3095814",Explosion,2021
10/15/2021,United Kingdom,England,Essex,Northern Europe,Europe,Islamic extremists,0,1,"MP David Amess was stabbed multiple times outside a constituency surgery meeting in Leigh on Sea, Essex. ","51.77046785,0.46466977412300386",Assault,2021
9/3/2021,New Zealand,Auckland Region,Auckland,Australia and New Zealand,Oceania,Islamic State,7,1,"At 14:40 NZST, 7 people were stabbed at the LynnMall Countdown supermarket in New Lynn, Auckland, New Zealand. The attacker was being followed by police who shot him, and he was pronounced dead at the scene. ","-36.852095,174.7631803",Assault,2021
8/26/2021,Afghanistan,Kabul,,Southern Asia,Asia,Islamic State,200,183,"On 26 August 2021, at 17:50 local time (13:20 UTC), a suicide bombing occurred near Abbey Gate at Hamid Karzai International Airport in Kabul, Afghanistan. These attacks came hours after the United States State Department told Americans outside the airport to leave due to a terrorist threat. At least 183 people were killed in the attacks, including 13 US service members, 2 British nationals and a child of a British national. ","34.5260109,69.1776838",Explosion,2021
6/4/2021,Burkina Faso,,,Western Africa,Africa,Islamic extremists,0,174,"In the evening of 4 June, 13 civilians and a soldier were killed in an attack at the village of Tadaryat in Yagha Province, Sahel Region. The attackers also raided the communities motorbikes and cattle. Hours later in the early morning of 5 June, insurgents attacked Solhan village in Yagha, killing around 138 civilians. ","12.0753083,-1.6880314",,2021
5/23/2021,Peru,,,South America,Americas,Shining Path (SL),0,18,"Up to 18 people were killed in a red light zone bar of San Miguel del Ene, Vizcatán del Ene District, Satipo Province, Peru. Along with the corpses, some of which were burned, leaflets signed by the Militarized Communist Party of Peru were found, featuring the hammer and sickle and defining the attack as a social cleansing operation. ","-6.8699697,-75.0458515",,2021
5/8/2021,Afghanistan,Kabul,,Southern Asia,Asia,Islamic State,240,90,At least 85 people were killed and dozens of others injured in the bombing of a school in the Afghan capital. The attack took place in a neighborhood that has frequently been attacked by militants belonging to the regional Islamic State of Iraq and the Levant – Khorasan Province over the years. ,"34.5260109,69.1776838",Explosion,2021
5/3/2021,Burkina Faso,,,Western Africa,Africa,Islamic extremists,20,30,"About 100 insurgents burnt homes and shot residents in a village in Foutouri, Komondjari Province, Est Region, Burkina Faso. ","12.0753083,-1.6880314",,2021
4/25/2021,Nigeria,,,Western Africa,Africa,Islamic State,0,31,A group of jihadists arrived in trucks and used rocket propelled grenades to attack an army convoy and base in Borno State. ,"9.6000359,7.9999721",Explosion,2021
4/21/2021,Pakistan,Balochistan,Quetta,Southern Asia,Asia,Taliban,11,5,"A car bomb exploded in the car park of the luxury Serena Hotel in Balochistan's capital. It was claimed by Islamist group Tehrik i Taliban Pakistan, who said it was a suicide car bombing. ","30.1957677,67.0172447",Explosion,2021
4/5/2021,Nigeria,Imo,Owerri,Western Africa,Africa,Eastern Security Network,0,0,"A large group of armed men used explosives to break into a prison in Owerri, Imo State, Nigeria, freeing 1,844 inmates. ","5.489736,7.0341973",Explosion,2021
4/3/2021,India,Chhattisgarh,,Southern Asia,Asia,Naxalite,32,22,"The 2021 Sukma-Bijapur attack was an ambush carried out by the Naxalite-Maoist insurgents from the Communist Party of India (Maoist) against Indian security forces on 3 April 2021 at Sukma-Bijapur border near Jonaguda village which falls under Jagargunda police station area in Sukma district of Chhattisgarh, leading to the killing of 22 security personnel and 9 Naxalites. The death toll was the worst for Indian security forces fighting the Naxalites since 2017.","21.6637359,81.8406351",Explosion,2021
3/28/2021,Indonesia,South Sulawesi,Makassar,South-Eastern Asia,Asia,Jamaah Ansharut Daulah,20,2,"Two suspected suicide bombers attacked a Sacred Heart Cathedral, Makassar, Sulawesi, Indonesia during Palm Sunday service. At least 20 people were injured. The attack was allegedly carried out by an Islamic terrorist group Jamaah Ansharut Daulah. ","-5.1342962,119.4124282",Explosion,2021
3/24/2021,Mozambique,,,Eastern Africa,Africa,Islamic State,0,150,"A large group of Islamist insurgents overran Palma, Cabo Delgado Province, attacking many buildings and people. The Islamists invaded the city, killing dozens of people before Mozambique regained control days later. Palma was left destroyed, and a major oil and gas company decided to suspend all operations in the area due to the battle. ","-19.302233,34.9144977",,2021
1/21/2021,Iraq,Baghdad Governorate,Baghdad,Western Asia,Asia,Islamic State,110,34,Two suicide bombers attacked an open air market in central Baghdad. The Islamic State of Iraq and the Levant claimed responsibility without offering evidence. ,"33.3024309,44.3787992",Explosion,2021
1/3/2021,Pakistan,,,Southern Asia,Asia,Islamic State,0,11,"The Islamic State claimed responsibility for killing 11 miners in Machh, Balochistan province of Pakistan, because of their religious affiliation to the Shi'ite Hazara sect. The miners were blindfolded and tied up before having their throats slit. ","30.3308401,71.247499",,2021
12/30/2020,Yemen,'Adan Governorate,Aden,Western Asia,Asia,Houthis,110,25,"There was at least one, possibly 2 explosions that struck the airport in Aden as the government of Abdrabbuh Mansur Hadi was returning to Aden after agreeing to a power sharing agreement earlier in the week with southern separatists. Prime Minister Maeen Abdulmalik Saeed was whisked away quickly to the security of the Palace in Aden following the attack. At least 25 people were killed, with 3 being medics from the Red Crescent, in the explosion and another 110 were injured, including 3 Red Crescent medics. It is unknown who is behind the blast(s) but the Houthi's in Sana'a are suspected. ","12.833333,44.916667",Explosion,2020
11/28/2020,Nigeria,,,Western Africa,Africa,Boko Haram,6,110,"About 110 civilians, most of whom were peasant farmers, were killed and 6 were wounded as they worked in rice fields in Koshebe near the northeast Nigerian city of Maiduguri. Crops worth millions of Naira were destroyed in the attack. Abubakar Shekau confirmed in a video his faction of Boko Haram (JAS) was responsible for the massacre. He said the attack was a retaliation for the arrest of a Boko Haram member by the farmers. ","9.6000359,7.9999721",,2020
11/2/2020,Afghanistan,Kabul,,Southern Asia,Asia,Islamic State,50,32,"Militants opened fire atKabul University's campus, killing 19 students and wounding 22 others. The gunmen came into crossfire with local security forces. Three of the terrorists were shot and killed in the combat. TheIslamic State Khorasan Province takes responsibility and says they are behind the attack. ","34.5260109,69.1776838",Assault,2020
11/2/2020,Austria,Vienna,Vienna,Western Europe,Europe,Kujtim Fejzullai,23,4,"At around 20:00 local time, a gunman opened fire with assault rifles in 6 places at Innere Stadt, Vienna, killing 4 civilians and wounding 23 others. The perpetrator was killed by police, while wearing a fake suicide vest. The attacker was identified as Kujtim Fejzullai, an Islamic State supporter who tried to join the group in Syria. ","48.2083537,16.3725042",Assault,2020
10/29/2020,France,Provence-Alpes-Côte d'Azur,Nice,Western Europe,Europe,Brahim Aouissaoui,0,3,"Three people were killed in a stabbing attack at Notre Dame de Nice. The attacker was shot and arrested. Both President Emmanuel Macron and the Mayor of Nice, Christian Estrosi, said it was a terrorist attack attributed to Islamic extremism. ","43.7009358,7.2683912",Assault,2020
10/27/2020,Pakistan,Khyber Pakhtunkhwa,Peshawar,Southern Asia,Asia,,136,8,At least 8 people died after an explosion during a class at a religious school in the northwestern Pakistani city of Peshawar. ,"34.0123846,71.5787458",Explosion,2020
10/26/2020,Turkey,,,Western Asia,Asia,Kurdish Workers Party (PKK),3,0,"Two people who ambushed with Turkish security forces in Payas escaped to Iskenderun, where they ambushed again with police forces. One of them was shot dead by police and the other 1 detonated the bombs, injuring a police officer and 2 civilians and killing the perpetrator. The PKK claimed responsibility. ","38.9597594,34.9249653",Explosion,2020
10/24/2020,Afghanistan,Kabul,,Southern Asia,Asia,Islamic State,70,30,A suicide bomber blew himself up near the Kawsar educational center in Dashte Barchi. 30 people were killed and 70 were injured in the attack. Most of the victims are students. The Islamic State claimed responsibility. ,"34.5260109,69.1776838",Explosion,2020
10/16/2020,France,Île-de-France,Conflans-Sainte-Honorine,Western Europe,Europe,Abdoullakh Anzorov,0,1,"French police shot an 18 year old Russian man of Chechen origin dead after he stabbed and decapitated a teacher on a street in Conflans Sainte Honorine, northwest of the French capital. He had reportedly shown caricatures of the Islamic prophet Muhammad to his class. 11 people with relations to the perpetrator were arrested. ","48.9938791,2.0949768",Assault,2020
10/12/2020,Croatia,Zagreb,,Southern Europe,Europe,Danijel Bezuk,1,0,"A 22 year old Croatian fired shots on the Banski dvori (seat of the Croatian government) and injured a police officer, before committing suicide. ","45.8131847,15.9771774",Assault,2020
10/6/2020,Syria,,,Western Asia,Asia,YPG,80,20,A car bomb exploded near a bus station. At least 20 people were killed and 80 others wounded. The YPG is suspected to be behind the attack. ,"34.6401861,39.0494106",Explosion,2020
10/4/2020,Germany,Saxony,Dresden,Western Europe,Europe,Abdullah Al Haj Hasan,1,1,Two gay men were stabbed by a suspected Syrian asylum seeker while visiting Dresden. One of the victims died and the other was critically injured. The suspect was arrested 2 weeks after the attack. ,"51.0493286,13.7381437",Assault,2020
9/25/2020,France,Île-de-France,Paris,Western Europe,Europe,,2,0,Two people were wounded in a stabbing outside the former headquarters of the French satirical magazineCharlie Hebdoin Paris. Seven people were arrested and taken into custody. ,"48.8588897,2.3200410217200766",Assault,2020
8/24/2020,Philippines,Autonomous Region in Muslim Mindanao,Jolo,South-Eastern Asia,Asia,Islamic State,78,14,"A motorcycle bomb exploded next to a military truck outside the Paradise Food Plaza. Six soldiers, 6 civilians and a police officer were killed. One hour later a female suicide bomber blew herself up in front of a branch of the Development Bank of the Philippines, killing herself and a soldier who stopped her. A total of 78 people were wounded after the bombings. The Islamic State claimed responsibility the following day. ","6.0536561,121.0002644",Explosion,2020
8/9/2020,Niger,,,Western Africa,Africa,Islamic State,0,8,"Islamic State in the Greater Sahara militants ambushed a group of young aid workers from France. They killed 5 French workers, as well as 2 Nigerien civilians, 1 of whom was the president of the Safari park where the shooting happened. One of the survivors was then kidnapped and murdered shortly after. ","17.7356214,9.3238432","Assault,Hostage",2020
8/2/2020,Cameroon,,,Middle Africa,Africa,Boko Haram,7,18,"Boko Haram militants attacked an IDP camp with a grenade in the Far North Region of Cameroon, killing 18 people and wounding 7 others. ","4.6125522,13.1535811",Explosion,2020
8/2/2020,Afghanistan,,,Southern Asia,Asia,Islamic State,50,29,"Islamic State militants attacked a prison in Jalalabad. Most of the prisoners were Islamic State or Taliban members. At least 29 people were killed, including civilians, prisoners, guards, security forces and at least 8 attackers. 50 other people were injured. Around 300 prisoners escaped during the attack. ","33.7680065,66.2385139",,2020
7/30/2020,Afghanistan,,,Southern Asia,Asia,,21,17,A suicide car bombing targeting Afghan security forces in an area of the city in Logar Province that was busy with shoppers. ,"33.7680065,66.2385139",Explosion,2020
7/21/2020,Ukraine,Volyn Oblast,Lutsk,Eastern Europe,Europe,Maksym Kryvosh,0,0,"A gunman kept 13 people hostage in a bus in the city centre of Lutsk. The man was armed with firearms and explosives. After President Volodymyr Zelensky posted a short video on his Facebook page referencing the film Earthlings, all hostages were released unharmed. The gunman, identified as Maksym Kryvosh was arrested. ","50.7450733,25.320078","Assault,Explosion,Hostage",2020
6/29/2020,Pakistan,Sindh,Karachi,Southern Asia,Asia,Baloch Liberation Army,7,4,"Militants with grenades and automatic rifles attacked the Pakistan Stock Exchange building. Three security guards and a police sub inspector were killed, while 7 people were injured during the attack. All 4 attackers were killed by the police. The Balochistan Liberation Army claimed responsibility for the attack. ","24.8546842,67.0207055",Explosion,2020
6/20/2020,United Kingdom,Reading,,Northern Europe,Europe,Khairi Saadallah,3,3,"Shortly before 19:00 BST, 25 year old Libyan born Khairi Saadallah attacked 2 groups of people socialising in Forbury Gardens whilst shouting ""unintelligible words"". A witness stated the attack was ""completely random"". Saadallah used a kitchen knife that was estimated by witnesses to be at least 5 inches (13 cm) long. The victims sustained injuries to the eye, neck, head, and back. Saadallah was arrested nearly 30 minutes later, initially for murder charges, but was later rearrested under the Terrorism Act 2000. On 11 November 2020, Saadallah admitted to 3 counts of murder and 3 counts of attempted murder. Saadallah was sentenced to a whole life prison term on 11 January 2021; the judge said it was a terrorist attack. ","51.456659,-0.9696512",Assault,2020
6/13/2020,Nigeria,Borno,Monguno,Western Africa,Africa,Islamic State,100,62,"At least 62 people were killed and hundreds injured in 2 attacks by ISWAP fighters in Borno State. The ISWAP fighters overran government positions in Monguno killing 20 soldiers, they burned the UN headquarters and the police station in the city. At the same time, ISWAP fighters in pick up trucks and motorcycles entered the Local Government Area of Nganzai, where they killed 42 civilians. ","12.6962838,13.534786705264894",Assault,2020
6/9/2020,Nigeria,,,Western Africa,Africa,Islamic State,20,81,"Islamic State militants in cars and on motorcycles attacked the village of Felo in Gubio, Borno State. At least 81 people were killed in the attack. 13 others were injured; 7 people, including the village head, were abducted. The gunmen stole nearly 1200 cattle and set the village on fire. ","9.6000359,7.9999721",Assault,2020
5/9/2020,Niger,,,,,Jama'at Nasr Al Islam wal Muslimin,0,20,"Gunmen attacked several villages in the Tillaberi Region of Niger. At least 20 people were killed. The perpetrators and motive of the attacks are unknown, but al Qaeda are suspected to be behind it. ","17.7356214,9.3238432",Assault,2020
4/28/2020,Syria,,,Western Asia,Asia,YPG,50,53,"A grenade caused a fuel tanker to explode near a market and a government ministry in Afrin. The explosion killed at least 53 people, including 11 children and 6 Turkish allied fighters. The Turkish government blamed YPG for the attack. ","34.6401861,39.0494106",Explosion,2020
4/6/2020,Mali,,,Western Africa,Africa,Jama'at Nasr Al Islam wal Muslimin,6,25,25 Malian soldiers were killed and 6 became injured when gunmen on motorbikes attacked their military base. The soldiers killed 12 attackers. Jama'at Nasr al Islam wal Muslimin claimed responsibility for the attack. ,"16.3700359,-2.2900239",Assault,2020
4/4/2020,France,,,Western Europe,Europe,Abdallah Ahmed-Osman (Islamist),5,2,"In late morning on 4 April 2020, a knife attack occurred in Romans sur Isere, Auvergne Rhone Alpes, France, resulting in the death of 2 people and the wounding of 5 others.The attacker, Abdallah Ahmed Osman, a 33 year oldSudaneserefugee, was charged with terrorist crimes. ","46.603354,1.8883335",Assault,2020
3/25/2020,Afghanistan,Kabul,,Southern Asia,Asia,Islamic State,9,25,Multiple gunmen and suicide bombers opened fire on a gurdwara. The attack left 25 victims dead and multiple wounded. The Islamic State Khorasan Province claimed responsibility. ,"34.5260109,69.1776838","Assault,Explosion",2020
3/6/2020,Afghanistan,Kabul,,Southern Asia,Asia,Islamic State,82,32,"Gunmen attacked a ceremony commemorating the Hazara leader Abdul Ali Mazari in Kabul. The ceremony was attended by several high profile politicians. At least 32 people were killed and over 60 injured, and both attackers were killed after a standoff. The Islamic State Khorasan Province claimed responsibility for the attack. ","34.5260109,69.1776838",Assault,2020
2/24/2020,Canada,Ontario,Toronto,Northern America,Americas,Incel extremist,2,1,"A woman was stabbed to death and 2 other people were wounded in a stabbing attack at a massage parlor in the North York area of Toronto. A 17 year old boy was arrested, and the attack was linked to a radical incel ideology. ","43.6534817,-79.3839347",Assault,2020
2/19/2020,Germany,,,Western Europe,Europe,Tobias Rathjen,5,10,"The shootings took place at 10 p.m. in 2 shisha bars, 1 at the Midnight bar in Hanau's central square and the other at the Arena Bar & Cafe in the western Kesselstadt neighbourhood. ","51.0834196,10.4234469",Assault,2020
2/16/2020,Burkina Faso,Yagha Province,,Western Africa,Africa,Jama'at Nasr Al Islam wal Muslimin,18,24,"A group of 20 to 30 gunmen attacked the village of Pansi. 24 people, including a catechist were killed and 18 were wounded. ","13.4229181,0.5873161",Assault,2020
2/11/2020,Afghanistan,Kabul,,Southern Asia,Asia,Islamic State,12,6,"A suicide bomber blew himself up at a police checkpoint near the entrance to the Marshal Fahim National Defense University. Four military personnel and 2 civilians were killed in the attack, 12 other people became injured. The Taliban denied involvement. ","34.5260109,69.1776838",Explosion,2020
2/9/2020,Nigeria,Borno,,Western Africa,Africa,Boko Haram,12,30,"Suspected Boko Haram militants attacked the town of Auno in Borno State. The attackers opened fire on civilians and set vehicles on fire, killing at least 30 people. Shops and properties were looted and women and children were abducted by the militants. ","12.1875392,13.3080034",,2020
2/2/2020,United Kingdom,England,London,Northern Europe,Europe,Sudesh Mamoor Faraz Amman,2,0,"A man stabbed 3 people in Streatham, London, seriously wounding one. The attacker was shot dead by Metropolitan Police authorised firearms officers on Streatham High Road just after 14:00. The attacker, identified as Sudesh Mamoor Faraz Amman, was recently released from prison, after serving a sentence for terror offences. ","51.5073219,-0.1276474",Assault,2020
1/31/2020,United Kingdom,,,Northern Europe,Europe,CIRA,0,0,"On the day of Brexit, the Police Service of Northern Ireland were given 2 anonymous tips that a bomb inside a lorry would be on a ferry heading from Belfast Harbour to Cairnryan, Scotland. On 5 February 2020, the bomb was found inside a lorry in Lurgan, County Armagh. The police believe the Continuity IRA was responsible for the failed bomb attack. ","54.7023545,-3.2765753",Explosion,2020
1/18/2020,Somalia,Lower Shebelle,Afgooye,Eastern Africa,Africa,Al Shabaab,20,4,"A suicide car bomber targeted a place where Turkish engineers and Somali police were having lunch in Afgooye, Lower Shabelle. 4 people were killed in the attack, and 20 were injured. Most of the casualties were police officers. Al Shabaab claimed responsibility. ","2.23548745,44.99694192797743",Explosion,2020
1/10/2020,Pakistan,Balochistan,Quetta,Southern Asia,Asia,Islamic State,19,15,A suicide bombing in a Taliban run mosque killed 14 civilians and a police officer. 19 others were injured in the attack in Balochistan. Islamic State claimed responsibility. ,"30.1957677,67.0172447",Explosion,2020
1/9/2020,Niger,,,,,Islamic State,6,89,"Militants on motorbikes and in cars attacked a military outpost at Chinagodrar in the Tillaberi Region near the border with Mali. 89 soldiers were killed, and 6 were injured in the attack. 77 militants were killed with the help of French airstrikes. ISIL claimed responsibility for the attack and released photos of the assault. ","17.7356214,9.3238432",Assault,2020
1/3/2020,France,Île-de-France,Villejuif,Western Europe,Europe,Nathan Chiasson,2,1,"A man in a park inVillejuif,Val de Marne, France shouted ""Allahu Akbar""and attacked 3 people, killing 1 man and seriously wounding his wife in the throat. A second woman, who was jogging in the area, also received multiple stabs wounds in her back. ","48.7921098,2.3633048",Assault,2020
12/28/2019,Somalia,Banaadir,Mogadishu,Eastern Africa,Africa,Al Shabaab,150,84,"A suicide truck bombing at a checkpoint killed at least 84 people, including at least 15 university students, several police officers and 2 Turkish engineers. At least 150 other people are wounded, many in critical conditions. Al Shabaab claimed responsibility for the attack on 30 December. ","2.0349312,45.3419183",Explosion,2019
12/24/2019,Burkina Faso,,,Western Africa,Africa,Boko Haram,0,42,"Jihadists attacked an army outpost in northern Burkina Faso, resulting in the deaths of 7 soldiers and 80 militants. Simultaneously, dozens of militants attacked civilians in the nearby town of Arbinda, killing 35, including 31 women. Islamic State claimed responsibility, but only for the killing of the soldiers. ","12.0753083,-1.6880314",,2019
12/11/2019,Niger,,,Western Africa,Africa,Boko Haram,12,71,"Islamic State militants, with mortars and bombs, attacked a military post killing 71 soldiers, wounding and kidnapping dozens of others. Multiple terrorists were killed in the attack. 30 soldiers were reported missing after the attack. ","17.7356214,9.3238432","Explosion,Hostage",2019
12/11/2019,Afghanistan,,,Southern Asia,Asia,Taliban,80,2,Multiple militants of the Taliban killed 2 civilians and injure 80 others in twin attacks against the biggest American base in Afghanistan and an under construction medical facility near the air base. No Americans were killed or injured in the attack. ,"33.7680065,66.2385139",,2019
12/10/2019,United States,New Jersey,Jersey City,Northern America,Americas,Black Hebrew Israelite movement,3,4,A man and a woman opened fire at a kosher grocery store. Three civilians were killed and another civilian and 2 police officers were wounded. Before the attack the shooters killed a police detective at a nearby cemetery. During a shootout with the police the 2 attackers were killed. They acted due to antisemitic and anti police motives. ,"40.7215682,-74.047455",,2019
12/6/2019,Kenya,Wajir County,,Eastern Africa,Africa,Al Shabaab,4,11,"Gunmen ambushed a bus belonging to The Medina Bus Company near the border with Somalia. 11 people, including 7 police officers and a doctor, were killed and 4 were injured in the attack. The attackers specifically targeted non Somalis. Al Shabaab claimed responsibility as revenge for Kenyan troops stationed inside Somalia. ","1.9394402,40.02449393200057",Assault,2019
12/6/2019,United States,Florida,Pensacola,Northern America,Americas,Al Qaeda,8,3,"A Saudi student opened fire at a US naval base in Pensacola, Florida. The attack left at least 3 killed and 8 injured, including 2 deputies. The attacker was identified as Mohamed Saeed Alshamrani. ","30.421309,-87.2169149",,2019
11/29/2019,United Kingdom,England,London,Northern Europe,Europe,Usman Khan,3,2,"A mass stabbing at London Bridge results in 2 civilians killed and 3 others injured. The attacker, 28 year old convicted terrorist Usman Khan, wearing a fake explosive belt, was shot dead by police. The stabbing is confirmed as a terrorist attack. The Islamic State claimed responsibility for the attack without giving evidence. ","51.5073219,-0.1276474","Assault,Explosion",2019
11/13/2019,Indonesia,North Sumatra,Medan,South-Eastern Asia,Asia,Jamaah Ansharut Daulah,6,0,A suicide bomber blew himself up near the Medan Police's headquarters. Only the attacker was killed. Four police officers and 2 civilians became injured. The attacker had connections with Islamic State affiliated Jamaah Ansharut Daulah (JAD). ,"3.5896654,98.6738261",Explosion,2019
11/1/2019,Mali,,,Western Africa,Africa,Islamic State,3,54,"53 soldiers and a civilian were killed in a suspected Islamic terrorist attack on a military post in In Delimane, in the Menaka Region near the Malian border with Niger. The attackers reportedly fled towards the border after the attack. The Islamic State claimed responsibility for the attack. ","16.3700359,-2.2900239",,2019
10/29/2019,India,Jammu and Kashmir,Kulgam,Southern Asia,Asia,Hizbul Mujahideen (HM),1,7,Eight Bengali Muslim labourers were attacked in their home by suspected Kashmiri separatists. Only 1 survived the attack. ,"33.669800550000005,75.01480232217389",,2019
10/18/2019,Afghanistan,Nangarhar,,Southern Asia,Asia,Islamic State,36,73,Twin blasts kill 73 people and injure 36 who were praying in a mosque for a Friday prayer. The mosque roof collapsed trapping many bodies under the debris. ,"34.220389,70.3800314",Explosion,2019
10/11/2019,Burkina Faso,Oudalan Province,,Western Africa,Africa,Jama'at Nasr Al Islam wal Muslimin,2,16,"Gunmen attacked a mosque in northern Burkina Faso while the residents were praying inside the Grand Mosque in Salmossi. 16 people were killed and 2 became injured in the attack. There is still uncertainty who is behind the attack, but an Islamist group is suspected. ","14.6253063,-0.33334713188739373",Assault,2019
10/10/2019,Indonesia,,,,,Islamic State,4,0,"Wiranto, a 72 year old Indonesian politician, is stabbed 2 times in his stomach by an Islamic State member. He survived the attack and is in a stable condition. Three other people, including a police officer, were stabbed and wounded. The 2 attackers, a man and a woman, were arrested. ","-2.4833826,117.8902853",Assault,2019
10/9/2019,Germany,Saxony-Anhalt,Landsberg,Western Europe,Europe,Stephan Balliet,2,2,"Two people were killed when a man wearing military style clothing attempted to enter a synagogue by force and attacked a kebab shop in Halle, Saxony Anhalt, Germany. The attacker fled the scene in a car and wounded a man and a woman while stealing a Taxicap from a garage in the Landsberg region. ","48.0514973,10.8737728",,2019
